name,alt_name,ra,dec,vmag,class
HR 1697,,78.20079167,-6.05719444,5.91,STAR G7III
HR 3071,,117.5995833,-50.5096944,5.91,STAR K2III
HR 6426,,259.7382916,-34.9896944,5.91,STAR K3V
HR 6327,,255.9617083,-38.1521944,5.91,STAR F4IV
HR 6172,Eta1TrA,250.3470833,-68.2961111,5.91,STAR B7IV
HR 4173,,159.5104166,-57.2563888,5.91,STAR B3IV
HR 2665,,106.8429166,34.00938889,5.91,STAR
HR 659,,33.63329167,-41.1666944,5.91,STAR G8III
HR 7756,,304.0025,45.57938889,5.91,STAR F5V
HR 3539,,133.1607916,-48.3591944,5.91,STAR B3V
HR 5462,,219.5582916,18.29830556,5.91,STAR
HR 5557,Ome Oct,227.7845833,-84.7875,5.91,STAR B9V
HR 6090,,244.7967083,49.03811111,5.91,STAR
HR 867,45Rho2Ari,43.95208333,18.33169444,5.91,STAR M6III
HR 4966,,197.965,-69.9418888,5.91,STAR F3IV
HR 6408,,259.8017083,-59.6943888,5.91,STAR K2III
HR 7843,,307.3629166,56.06811111,5.91,STAR B9V
HR 7356,,290.0670833,57.64530556,5.91,STAR M1III
HR 3408,,129.8232916,52.71169444,5.91,STAR
HR 174,,10.17670833,-4.35188889,5.91,STAR K0III
HR 454,,24.11329167,48.72280556,5.92,STAR
HR 3776,,142.1957916,-62.2731111,5.92,STAR K1III
HR 6478,,261.8017083,-50.6303055,5.92,STAR B9II
HR 1086,7    Tau,53.61079167,24.46438889,5.92,STAR A3V
HR 2914,,114.4745833,48.77361111,5.92,STAR A5
HR 2396,,100.1342083,71.74888889,5.92,STAR K0III
HR 728,,37.635,25.235,5.92,STAR F6IV
HR 7281,,288.6654166,-45.1933055,5.92,STAR G8III
HR 2589,,104.1075,9.95638889,5.92,STAR B8V
HR 359,,18.18920833,-37.8563888,5.92,STAR F0III
HR 2975,51    Cam,116.6670833,65.45580556,5.92,STAR
HR 6113,5Rho Oph,246.3962916,-23.4461111,5.92,STAR B2V
HR 5878,,236.645,55.47469444,5.92,STAR
HR 8846,,349.1654166,-44.4891944,5.92,STAR K1III
HR 5988,,241.5262083,-23.6063888,5.92,STAR B8
HR 7719,20    Vul,303.0029166,26.47888889,5.92,STAR B7V
HR 2894,,114.1957916,55.75530556,5.92,STAR K2III
HR 701,,35.7275,-51.0921944,5.92,STAR A5V
HR 4702,,185.4895833,-56.3746944,5.92,STAR K4III
HR 5266,,210.8592083,-56.2136111,5.92,STAR K2III
HR 8466,,333.0332916,24.95,5.92,STAR K0
HR 2500,,101.345,-31.7936111,5.92,STAR F6V
HR 5434,26    Boo,218.1354166,22.26,5.92,STAR F2IV
HR 2718,26    CMa,108.0507916,-25.9425,5.92,STAR B2V
HR 7561,57    Sgr,298.05,-19.045,5.92,STAR G5III
HR 6622,,267.6175,-53.6121944,5.92,STAR B2V
HR 292,,15.90420833,61.075,5.92,STAR F0II
HR 2737,,109.3904166,52.13080556,5.92,STAR
HR 6044,,243.5929166,-33.0113888,5.92,STAR K0III
HR 2052,57    Ori,88.73629167,19.74969444,5.92,STAR B2V
HR 1618,,75.45958333,-0.72219444,5.92,STAR K0
HR 7545,,296.0770833,69.33688889,5.92,STAR A2III
HR 3670,,138.3937916,-47.3386111,5.92,STAR B9V
HR 2249,,94.03208333,-16.6178055,5.92,STAR B2V
HR 1471,,69.56579167,20.68469444,5.92,STAR B8V
HR 7646,,299.8354166,45.77219444,5.92,STAR A5III
HR 4179,,159.7475,-58.8168888,5.92,STAR M1III
HR 6213,39    Her,250.4029166,26.91688889,5.92,STAR F2III
HR 4644,,183.0917083,-62.9508055,5.92,STAR B8I
HR 848,Eta2For,42.56170833,-35.8436111,5.92,STAR K0III
HR 1337,,65.06,41.80811111,5.92,STAR K0III
HR 6907,,276.9562083,-29.8163888,5.92,STAR F9V
HR 8690,14    Lac,342.5907916,41.95361111,5.92,STAR B3IV
HR 4271,,163.8217083,-60.5168888,5.92,STAR K0III
HR 863,Psi For,43.39329167,-38.4368888,5.92,STAR F6IV
HR 3625,,137.2129166,33.88219444,5.93,STAR F9V
HR 1001,,50.46920833,49.07080556,5.93,STAR F6V
HR 9041,24    Psc,358.2317083,-3.15561111,5.93,STAR G9III
HR 3924,,148.4592083,-51.1468888,5.93,STAR B2III
HR 221,62    Psc,12.0725,7.3,5.93,STAR G8III
HR 4243,,163.3779166,69.85388889,5.93,STAR G9IV
HR 8633,,340.0767083,53.84611111,5.93,STAR K0III
HR 7783,,304.3804166,66.85388889,5.93,STAR G3V
HR 2643,,105.8767083,29.33719444,5.93,STAR G4V
HR 4885,,193.2662916,-54.9525,5.93,STAR K2III
HR 4266,,163.6232916,-61.8266944,5.93,STAR K4III
HR 420,,21.27208333,-64.3693888,5.93,STAR K5III
HR 2494,16    Mon,101.635,8.58719444,5.93,STAR B2V
HR 436,,22.59541667,-26.2078055,5.93,STAR K4III
HR 135,,8.29329167,54.895,5.93,STAR K0III
HR 5981,,240.5229166,52.91580556,5.93,STAR
HR 4907,,194.1312916,-72.1853055,5.93,STAR G8III
HR 1955,,85.27329167,-0.33780556,5.93,STAR F0IV
HR 8869,,349.8504166,-18.0753055,5.93,STAR
HR 2367,,97.54708333,-10.0813888,5.93,STAR K0
HR 2960,,115.0567083,-19.6608055,5.93,STAR K0
HR 2169,,92.385,22.19,5.93,STAR K4I
HR 8223,,322.2495833,22.17938889,5.93,STAR M4III
HR 4224,,162.1692083,-1.95888889,5.93,STAR M2III
HR 7286,,288.1529166,21.55438889,5.93,STAR A2V
HR 5547,,225.0492083,-77.1603055,5.93,STAR G8II
HR 1216,,58.38870833,-46.8936111,5.93,STAR K2III
HR 639,63    Cet,32.89920833,-1.82530556,5.93,STAR
HR 5804,18Tau5Ser,234.1220833,16.11888889,5.93,STAR F3V
HR 1246,,60.16958333,-30.4908055,5.93,STAR A2V
HR 2837,61    Gem,111.7345833,20.25719444,5.93,STAR F2V
HR 5608,,225.3629166,60.20438889,5.93,STAR A4V
HR 4837,,190.9087916,-1.57688889,5.93,STAR G8III
HR 1874,,83.51670833,-1.47061111,5.93,STAR K5III
HR 6547,,264.3632916,-50.06,5.93,STAR K0III
HR 8388,,329.7225,62.69830556,5.93,STAR M3III
HR 7937,17    Cap,311.5417083,-21.5141944,5.93,STAR A0
HR 3789,Zet2Ant,142.8842083,-31.8718888,5.93,STAR A9IV
HR 3049,,117.3112083,-35.2433055,5.93,STAR B9V
HR 7360,,291.2670833,-29.3091944,5.93,STAR K3III
HR 5584,,224.8462916,4.56780556,5.93,STAR M2III
HR 6341,,255.9137916,13.60530556,5.93,STAR A1V
HR 4565,,178.9170833,-28.4768888,5.93,STAR K5III
HR 3175,,122.5157916,58.24811111,5.93,STAR
HR 2380,,97.69291667,-27.7693888,5.93,STAR B2V
HR 6456,,260.7287916,-37.2206111,5.93,STAR K1III
HR 2158,,91.1675,-45.0788888,5.93,STAR F4V
HR 610,61    Cet,30.95079167,-0.34030556,5.93,STAR G5II
HR 7800,,305.6887916,41.02611111,5.93,STAR K7III
HR 3922,,149.3067083,57.41830556,5.93,STAR G5III
HR 7128,,284.0025,-23.1736111,5.93,STAR B8
HR 8530,,335.8837916,-7.19438889,5.93,STAR G6III
HR 1045,,51.59379167,-27.3175,5.93,STAR G5III
HR 968,,48.1075,-44.4196944,5.93,STAR F7III
HR 143,14    Cet,8.88670833,-0.50561111,5.93,STAR F5IV
HR 7190,,285.9892083,-51.0186111,5.93,STAR K0III
HR 4431,58    UMa,172.6295833,43.17330556,5.94,STAR F4V
HR 2759,,108.7379166,-41.4258055,5.94,STAR B4III
HR 8759,,345.3820833,-4.71138889,5.94,STAR K0
HR 8825,6    And,347.6132916,43.54419444,5.94,STAR F5IV
HR 1332,,64.33,-6.47188889,5.94,STAR
HR 6078,,244.7517083,-14.8725,5.94,STAR K4III
HR 5180,,206.5792083,38.50388889,5.94,STAR G9III
HR 7537,,297.5575,-47.5571944,5.94,STAR M1III
HR 6562,,264.4007916,-15.5711111,5.94,STAR F0IV
HR 6275,,254.1195833,-52.2838888,5.94,STAR B9V
HR 5846,,236.0942083,-41.8193888,5.94,STAR A0V
HR 198,,11.23791667,-42.6766944,5.94,STAR F0V
HR 12,,1.945,-22.5088888,5.94,STAR A2V
HR 541,,27.72708333,-50.2061111,5.94,STAR A1V
HR 8209,69    Cyg,321.4457916,36.6675,5.94,STAR B0I
HR 6620,,266.9032916,-14.7258055,5.94,STAR B9
HR 8077,4    Equ,316.3612083,5.95830556,5.94,STAR F8V
HR 6444,,259.5970833,38.81138889,5.94,STAR
HR 1067,,52.68920833,6.18861111,5.94,STAR G8III
HR 521,,27.16208333,37.95280556,5.94,STAR K0III
HR 2966,,115.3967083,3.62469444,5.94,STAR A0V
HR 8643,,340.4004166,41.54938889,5.94,STAR G9III
HR 6506,,261.6925,34.69580556,5.94,STAR A0V
HR 1401,,68.37791667,72.52861111,5.94,STAR A8
HR 1635,,75.595,-31.7713888,5.94,STAR G8III
HR 6988,,279.4767083,-21.3978055,5.94,STAR A8III
HR 3960,,150.5,-60.4208055,5.94,STAR A9IV
HR 4961,50    Vir,197.4387916,-10.3293888,5.94,STAR K5III
HR 113,,7.58291667,59.97719444,5.94,STAR B9III
HR 2257,4    Lyn,95.515,59.37219444,5.94,STAR A3V
HR 1908,,84.26829167,11.035,5.94,STAR K4III
HR 1832,,82.60870833,15.36030556,5.94,STAR A3V
HR 534,,27.71670833,11.04330556,5.94,STAR F2V
HR 1416,,66.27208333,-61.2383055,5.94,STAR K4III
HR 1440,,69.10079167,64.26169444,5.94,STAR A1V
HR 9027,,357.5612083,-9.97419444,5.94,STAR K0IV
HR 353,34    Cet,17.93120833,-2.25111111,5.94,STAR K4III
HR 8314,,326.1304166,14.77188889,5.94,STAR G0V
HR 1969,26    Cam,86.62670833,56.11561111,5.94,STAR A4V
HR 1795,,81.70379167,34.39169444,5.94,STAR A0III
HR 5357,,214.8495833,-37.0036111,5.94,STAR A2V
HR 471,,24.61420833,-36.5283055,5.94,STAR K0IV
HR 3802,,143.2325,-13.5168888,5.94,STAR K5III
HR 601,,30.64670833,13.47669444,5.94,STAR M2III
HR 7830,12Omi Cap,307.4745833,-18.5833055,5.94,STAR A3V
HR 2072,,88.08458333,-57.1561111,5.94,STAR F7IV
HR 6957,61    Ser,277.9875,-1.00311111,5.94,STAR A4III
HR 6487,,262.1612916,-55.1696944,5.94,STAR G8II
HR 5508,,221.7712916,-38.2908055,5.94,STAR K3III
HR 5418,,217.4604166,-0.82888889,5.94,STAR A5IV
HR 2631,,105.6062083,17.75561111,5.94,STAR M1
HR 3409,,129.5792083,32.80188889,5.94,STAR
HR 6733,69Tau Oph,270.7707916,-8.18030556,5.94,STAR F5V
HR 7502,,295.6857916,32.42669444,5.94,STAR A5III
HR 1776,,81.16041667,31.14311111,5.94,STAR B9III
HR 5915,47    Lib,238.7512916,-19.3831111,5.94,STAR B5V
HR 8046,,315.6132916,-38.5306111,5.94,STAR K0IV
HR 6251,,253.5020833,-57.9093888,5.94,STAR M1III
HR 3824,,144.8662916,67.27219444,5.94,STAR K5
HR 4416,16Kap Crt,171.7895833,-12.3566944,5.94,STAR F4III
HR 42,,3.42541667,-26.0218888,5.94,STAR K5III
HR 6170,,248.1070833,60.82330556,5.94,STAR A2V
HR 2394,8    Lyn,99.4225,61.48111111,5.94,STAR G8IV
HR 8461,,332.9637083,16.04061111,5.95,STAR K1III
HR 2860,,111.9287083,-22.8596944,5.95,STAR B5V
HR 4456,90    Leo,173.6770833,16.79688889,5.95,STAR B4V
HR 4095,,156.2475,-58.5763888,5.95,STAR F2III
HR 5803,,234.9854166,-59.9083055,5.95,STAR F6V
HR 862,,43.39708333,-22.3763888,5.95,STAR K0III
HR 8327,,326.2220833,62.46061111,5.95,STAR O9I
HR 906,,47.92829167,81.47061111,5.95,STAR A7III
HR 7919,,310.0129166,43.45861111,5.95,STAR K2III
HR 347,33    Cet,17.64,2.44561111,5.95,STAR K4III
HR 5663,,228.9742083,-48.0741944,5.95,STAR A3
HR 3178,,121.1767083,-50.5906111,5.95,STAR G5II
HR 3284,20    Cnc,125.8407916,18.33219444,5.95,STAR A9V
HR 4771,,187.9825,-63.5061111,5.95,STAR A8III
HR 3333,29    Cnc,127.1554166,14.21080556,5.95,STAR A5V
HR 5388,,216.0037916,8.24361111,5.95,STAR A3V
HR 6837,,277.3312083,-80.2328055,5.95,STAR K2III
HR 6865,37    Dra,273.8207916,68.75580556,5.95,STAR
HR 3639,,137.6612916,30.96311111,5.95,STAR M6III
HR 791,,41.20708333,67.82469444,5.95,STAR A5III
HR 6817,,272.6317083,54.28669444,5.95,STAR K1III
HR 6590,,265.3845833,6.31280556,5.95,STAR G7III
HR 5188,,208.9112916,-82.6661111,5.95,STAR K2III
HR 5786,,235.4775,-76.0818888,5.95,STAR B9V
HR 9005,,356.6529166,66.78219444,5.95,STAR B2IV
HR 8971,,354.7932916,75.29280556,5.95,STAR A3V
HR 3522,55Rho1Cnc,133.1492083,28.33080556,5.95,STAR G8V
HR 6748,,271.5987916,-36.0196944,5.95,STAR G5V
HR 8168,,318.9257916,77.01219444,5.95,STAR K5III
HR 8380,,330.7657916,-76.1186111,5.95,STAR F3III
HR 7629,,300.0662916,-37.7021944,5.95,STAR G8III
HR 902,,45.18379167,10.87030556,5.95,STAR K6
HR 3603,,136.3504166,48.53030556,5.95,STAR F6II
HR 8563,,337.4417083,-27.1071944,5.95,STAR F1V
HR 3154,,120.4057916,-37.2836111,5.95,STAR A3IV
HR 4845,10    CVn,191.2479166,39.27888889,5.95,STAR G0V
HR 1599,5    Aur,75.07620833,39.39469444,5.95,STAR F5V
HR 7540,,296.9525,25.38388889,5.95,STAR K0II
HR 1284,,62.25670833,13.39830556,5.95,STAR B9V
HR 6505,,262.8457916,-56.9206111,5.95,STAR B7II
HR 7774,,305.0007916,13.54811111,5.95,STAR A5
HR 3915,,148.4287916,5.95830556,5.95,STAR M2III
HR 8654,,341.0217083,39.46561111,5.95,STAR K5III
HR 5182,3    Boo,206.6804166,25.70219444,5.95,STAR G5III
HR 1988,,86.64579167,1.16811111,5.95,STAR G4V
HR 8508,45    Aqr,334.7532916,-13.305,5.95,STAR
HR 4446,,173.1979166,-7.8275,5.95,STAR K4III
HR 4626,10    Vir,182.4220833,1.89780556,5.95,STAR K3III
HR 2752,,108.9295833,-10.5838888,5.95,STAR K0
HR 4240,,162.7725,-3.0925,5.95,STAR K2
HR 6823,16    Sgr,273.8037083,-20.3881111,5.95,STAR O9II
HR 6667,,268.1475,1.305,5.95,STAR K5III
HR 4306,62    Leo,165.9025,-0.00080556,5.95,STAR K3III
HR 4722,,186.2987916,-11.6103055,5.95,STAR A1V
HR 1111,21    Eri,54.75458333,-5.62611111,5.96,STAR K1V
HR 6419,,258.9232916,23.74280556,5.96,STAR K2III
HR 7442,,293.4232916,49.2625,5.96,STAR M4III
HR 2698,,106.8054166,-51.9678055,5.96,STAR K0III
HR 7383,,292.7954166,-68.4338888,5.96,STAR K4III
HR 1439,,67.66791667,-35.6536111,5.96,STAR K0II
HR 3564,,134.1420833,-16.7093888,5.96,STAR K0
HR 7503,16    Cyg,295.4537083,50.52530556,5.96,STAR G1V
HR 6207,,251.1657916,-53.1525,5.96,STAR G8III
HR 6662,,268.4787916,-34.7525,5.96,STAR B9V
HR 6932,,277.445,-14.5816944,5.96,STAR B9
HR 1712,,79.07579167,34.31188889,5.96,STAR O9V
HR 4497,,175.1775,-53.9686111,5.96,STAR M1III
HR 2892,,112.6287916,-54.3993888,5.96,STAR M1III
HR 2624,,105.0987083,-8.40688889,5.96,STAR B9III
HR 7662,,300.8182916,18.50061111,5.96,STAR K3II
HR 4929,38    Com,195.29,17.12311111,5.96,STAR K0III
HR 2105,,90.42958333,48.95938889,5.96,STAR K0
HR 3389,,128.4095833,-38.8488888,5.96,STAR B5III
HR 3288,,125.725,-7.54330556,5.96,STAR M1III
HR 2558,,102.9262083,-36.2303055,5.96,STAR A3V
HR 2086,,89.05958333,-22.8403055,5.96,STAR K0V
HR 1924,,84.82670833,29.21530556,5.96,STAR B2IV
HR 986,,49.44079167,39.28330556,5.96,STAR A2IV
HR 1064,,51.40079167,-69.3363888,5.96,STAR F3IV
HR 6398,,258.8995833,-38.5938888,5.96,STAR F7V
HR 6257,,253.4270833,-43.0508055,5.96,STAR M3II
HR 1065,,52.83670833,27.57188889,5.96,STAR A2V
HR 4581,,179.8232916,33.1675,5.96,STAR K1III
HR 1747,,79.71,-18.13,5.96,STAR G0V
HR 6643,,267.8867083,-40.7725,5.96,STAR M2III
HR 1933,,84.6575,-6.57388889,5.96,STAR B1IV
HR 409,,21.5775,43.45780556,5.96,STAR F7V
HR 8023,,314.1445833,44.925,5.96,STAR O6V
HR 2726,,108.1070833,-36.5443888,5.96,STAR B3V
HR 4056,,154.6175,-41.6683055,5.96,STAR B9V
HR 8946,,353.7057916,-15.2458055,5.96,STAR K0
HR 8108,,318.3287083,-36.4238888,5.96,STAR K0III
HR 644,,33.15620833,24.16780556,5.96,STAR K0
HR 5619,,226.6387083,-30.9188888,5.96,STAR A0
HR 6668,,268.6132916,-34.4663888,5.96,STAR B9V
HR 4485,,174.4517083,-67.6203055,5.96,STAR K0III
HR 1421,,67.1625,-19.4583055,5.96,STAR K1III
HR 1589,,76.16579167,74.06688889,5.96,STAR A1V
HR 5,,1.56670833,58.43669444,5.96,STAR G5V
HR 5213,,207.4395833,61.48919444,5.96,STAR G3V
HR 7908,74    Dra,307.3645833,81.09138889,5.96,STAR K0III
HR 7654,,299.6195833,63.53419444,5.96,STAR A3V
HR 8408,,331.1532916,-26.8225,5.96,STAR B4IV
HR 3402,,128.87,-26.8436111,5.96,STAR A1V
HR 4047,,155.2642083,68.7475,5.96,STAR A7V
HR 4607,,181.2379166,-60.9691944,5.96,STAR M2III
HR 8149,,319.7167083,11.20330556,5.96,STAR K5III
HR 3645,,138.9692083,72.94611111,5.96,STAR F0III
HR 9057,,359.265,42.65830556,5.97,STAR F8III
HR 8970,,354.9795833,9.67719444,5.97,STAR A2IV
HR 9060,,359.3329166,-62.9563888,5.97,STAR A1IV
HR 8596,,338.9020833,-23.9911111,5.97,STAR
HR 7230,,286.4217083,-15.6603055,5.97,STAR B9V
HR 1514,,71.685,40.31280556,5.97,STAR G9III
HR 7223,,286.7317083,-48.2991944,5.97,STAR A0V
HR 1554,,73.19629167,27.8975,5.97,STAR F2IV
HR 9025,79    Peg,357.4142083,28.8425,5.97,STAR A2
HR 2285,,97.06079167,70.53561111,5.97,STAR A4V
HR 8620,,340.2037083,-57.4221944,5.97,STAR K4III
HR 6689,,269.2679166,-0.06638889,5.97,STAR A3V
HR 6736,9    Sgr,270.9682916,-24.3606111,5.97,STAR O4V
HR 8764,,345.6845833,-20.8706111,5.97,STAR K0III
HR 3664,,138.8095833,34.63361111,5.97,STAR G6III
HR 6014,,242.2967083,6.37888889,5.97,STAR K1IV
HR 5253,,210.2175,-66.2686111,5.97,STAR F2III
HR 4206,,160.4637083,-79.7833055,5.97,STAR B4IV
HR 8051,,315.3037083,36.02611111,5.97,STAR G5III
HR 2007,,87.14541667,-4.09469444,5.97,STAR G4V
HR 4082,25    Sex,155.8604166,-4.07419444,5.97,STAR B9
HR 8239,,321.2070833,80.52469444,5.97,STAR
HR 5419,,217.795,-38.8696944,5.97,STAR K1III
HR 870,,44.0575,8.38169444,5.97,STAR F7IV
HR 2019,,87.55458333,4.42330556,5.97,STAR
HR 2610,,104.7375,3.60219444,5.97,STAR G8III
HR 3346,,126.465,-64.6008055,5.97,STAR G8III
HR 2833,,111.4625,-5.775,5.97,STAR G3I
HR 2647,,105.8245833,9.13830556,5.97,STAR A3V
HR 3892,,147.3670833,-37.1863888,5.97,STAR K1III
HR 475,105    Psc,24.92,16.40580556,5.97,STAR K2III
HR 397,,20.85379167,20.46888889,5.97,STAR K5
HR 8230,6    PsA,323.0607916,-33.9446944,5.97,STAR A2IV
HR 273,,14.62958333,66.35219444,5.97,STAR A0III
HR 7473,,295.0295833,-23.4286111,5.97,STAR
HR 6366,,257.1979166,-30.4036111,5.97,STAR A0
HR 7899,,309.7707916,15.83811111,5.97,STAR B3V
HR 8693,21    PsA,342.8370833,-29.5361111,5.97,STAR G8III
HR 2767,,108.8375,-52.4996944,5.97,STAR K1III
HR 2449,,99.94829167,12.98311111,5.97,STAR A2V
HR 4691,,185.0445833,-22.1756111,5.97,STAR G3IV
HR 5811,,233.8179166,53.92188889,5.97,STAR
HR 5059,,201.5475,-1.1925,5.97,STAR A7III
HR 2039,,88.03170833,-9.04138889,5.97,STAR A2V
HR 1665,,76.85420833,-12.4906111,5.97,STAR F7V
HR 3676,,139.38,46.81719444,5.97,STAR A1V
HR 87,,5.36920833,-77.4268888,5.97,STAR K3III
HR 4030,35    Leo,154.1345833,23.50311111,5.97,STAR G1IV
HR 6311,,255.1537083,-35.9341944,5.97,STAR K2III
HR 2428,,99.19458333,-13.3208055,5.97,STAR K5
HR 3293,,125.3,-57.9731111,5.97,STAR B1III
HR 1201,,58.29170833,17.32688889,5.97,STAR F4V
HR 2310,,96.30458333,7.08580556,5.98,STAR F7I
HR 7283,19    Lyr,287.9417083,31.28330556,5.98,STAR B9
HR 1385,,66.23791667,19.04169444,5.98,STAR F4V
HR 2110,,90.2925,31.03469444,5.98,STAR A2V
HR 5343,,214.0175,18.91188889,5.98,STAR A8III
HR 8555,,336.9425,31.84030556,5.98,STAR K2
HR 8915,69    Peg,351.9182916,25.16719444,5.98,STAR A0
HR 102,,6.81129167,-25.5471944,5.98,STAR G8III
HR 4458,,173.6229166,-32.8313888,5.98,STAR K0V
HR 5636,,227.5312083,-38.7925,5.98,STAR G8III
HR 364,87    Psc,18.53170833,16.13361111,5.98,STAR B8III
HR 6655,,267.7017083,22.31638889,5.98,STAR A9V
HR 2651,,105.965,12.59438889,5.98,STAR K5
HR 7973,15    Del,312.4075,12.54530556,5.98,STAR F5V
HR 948,,47.66208333,11.8725,5.98,STAR B8V
HR 3626,75    Cnc,137.1970833,26.62919444,5.98,STAR G5IV
HR 7456,,294.2187916,11.27330556,5.98,STAR G0I
HR 3268,19Lam Cnc,125.1337916,24.02219444,5.98,STAR B9V
HR 6344,,256.5845833,-37.2275,5.98,STAR A2IV
HR 4508,,175.8632916,-37.1903055,5.98,STAR K3III
HR 3835,,144.3679166,-36.0958055,5.98,STAR K2III
HR 6495,,261.4767083,16.9175,5.98,STAR M4III
HR 4879,,192.9867083,-39.6808055,5.98,STAR B8V
HR 2028,,88.16708333,33.9175,5.98,STAR M1II
HR 2024,,87.625,2.02438889,5.98,STAR G8III
HR 5161,,205.6807916,34.98888889,5.98,STAR G5III
HR 3320,,126.4817083,-14.9296944,5.98,STAR A5
HR 796,,40.39170833,-14.5493888,5.98,STAR F5III
HR 275,,14.55920833,33.95080556,5.98,STAR K0
HR 1073,,53.4125,54.97469444,5.98,STAR A3V
HR 8150,,319.3095833,55.79811111,5.98,STAR K3III
HR 8635,,340.6537083,-47.2106111,5.98,STAR G0V
HR 662,7    Per,34.51870833,57.51669444,5.98,STAR G7III
HR 4822,,190.3175,-13.015,5.98,STAR F5V
HR 290,39    And,15.72620833,41.345,5.98,STAR A5
HR 5731,,230.6554166,62.04719444,5.98,STAR A0
HR 186,,10.67420833,-60.2625,5.98,STAR K5III
HR 5118,,204.275,-44.1433055,5.98,STAR G8III
HR 3259,,124.5995833,-12.6318888,5.98,STAR G7V
HR 3236,,125.1679166,72.40719444,5.98,STAR M0III
HR 2322,,95.90708333,-52.1811111,5.98,STAR G8III
HR 6088,,243.6395833,73.395,5.98,STAR A3V
HR 6267,,250.775,77.51419444,5.98,STAR F4V
HR 8972,,354.8379166,74.00280556,5.98,STAR G8III
HR 5157,,205.9167083,-42.0675,5.98,STAR B8III
HR 5203,,205.5962916,82.7525,5.98,STAR G9III
HR 4001,,152.6579166,-41.715,5.98,STAR K2III
HR 5155,,205.7292083,-41.4011111,5.98,STAR K0III
HR 3322,,126.2382916,-42.7693888,5.98,STAR B3V
HR 1375,,65.885,20.98219444,5.99,STAR B8IV
HR 298,,16.01,52.50219444,5.99,STAR K2
HR 16,,2.0725,-8.82388889,5.99,STAR
HR 3053,,117.9862916,19.32530556,5.99,STAR
HR 8799,,346.8695833,21.13419444,5.99,STAR A5V
HR 6852,,274.5320833,18.13138889,5.99,STAR B9V
HR 4946,39    Com,196.5882916,21.15330556,5.99,STAR F4V
HR 6607,,265.3407916,51.81811111,5.99,STAR
HR 3395,,128.9625,6.62,5.99,STAR F8V
HR 216,60    Psc,11.84829167,6.74080556,5.99,STAR G8III
HR 8038,,315.0162083,7.51638889,5.99,STAR F1V
HR 2075,,89.11670833,9.50969444,5.99,STAR A0IV
HR 3134,5    Cnc,120.3762916,16.45530556,5.99,STAR B9V
HR 8175,17    Aqr,320.7345833,-9.31938889,5.99,STAR M0III
HR 7075,,281.0757916,61.04811111,5.99,STAR G7IV
HR 4262,,163.425,-70.7203055,5.99,STAR B6V
HR 7690,64    Aql,302.0075,-0.67830556,5.99,STAR K1IV
HR 6404,,258.8345833,-14.5838888,5.99,STAR K1III
HR 7918,10    Del,310.3175,14.58311111,5.99,STAR
HR 5262,,210.335,8.89469444,5.99,STAR A2V
HR 1758,,79.84870833,-27.3688888,5.99,STAR A0V
HR 1574,,73.71129167,-0.4675,5.99,STAR B5V
HR 4384,,169.8187916,-64.5825,5.99,STAR F6IV
HR 3742,,141.0237083,-61.6488888,5.99,STAR K0III
HR 2801,,110.5145833,-0.17719444,5.99,STAR B8III
HR 3104,,119.6312083,16.51861111,5.99,STAR K0
HR 4944,,196.8507916,-59.8606111,5.99,STAR F8IV
HR 6222,,250.9654166,34.03888889,5.99,STAR F2III
HR 8302,45    Cap,326.0042083,-14.7493888,5.99,STAR F0V
HR 6365,,257.0620833,-17.6091944,5.99,STAR K0III
HR 3137,,119.7575,-45.2161111,5.99,STAR B4V
HR 3169,9Mu 1Cnc,121.5767083,22.63561111,5.99,STAR M3III
HR 7083,,282.4207916,-5.91280556,5.99,STAR K2I
HR 4925,46    Vir,195.1495833,-3.36861111,5.99,STAR K2III
HR 3363,,127.44,-46.3318888,5.99,STAR B5III
HR 1489,,70.45958333,38.28030556,5.99,STAR G0V
HR 3511,,133.0417083,42.0025,5.99,STAR K0III
HR 7982,4    Aqr,312.8570833,-5.62638889,5.99,STAR F5V
HR 1081,,52.65420833,-47.3753055,5.99,STAR A1V
HR 485,,25.41329167,30.04719444,5.99,STAR K0III
HR 1060,,52.41291667,-6.805,5.99,STAR G5
HR 3509,,133.0482916,45.3125,5.99,STAR K0III
HR 6867,,274.9670833,29.66611111,5.99,STAR
HR 6726,,270.1517083,33.21388889,5.99,STAR
HR 2243,,93.82291667,-18.4766944,5.99,STAR K0
HR 5674,,228.5254166,31.78811111,5.99,STAR K5
HR 2234,,93.87370833,-4.91530556,5.99,STAR A5IV
HR 5833,7Zet1CrB,234.8425,36.63669444,6.0,STAR B9V
HR 3525,,132.5875,-42.09,6.0,STAR B1III
HR 8385,18    Peg,330.0329166,6.7175,6.0,STAR B3III
HR 3538,,133.5745833,-5.43438889,6.0,STAR G2V
HR 4934,,195.445,63.61030556,6.0,STAR F6V
HR 4278,,164.8867083,36.09311111,6.0,STAR M2III
HR 4055,,154.82,-12.5281111,6.0,STAR A9V
HR 4901,,193.5779166,-11.6486111,6.0,STAR A2V
HR 586,52    Cas,30.71958333,64.90138889,6.0,STAR A1V
HR 4639,,182.75,81.71,6.0,STAR
HR 4195,,161.2667083,67.41138889,6.0,STAR
HR 2600,62    Aur,104.7617083,38.05219444,6.0,STAR K2III
HR 7863,Mu 1Oct,310.5120833,-76.1806111,6.0,STAR F4III
